NPI,PROVIDER_NAME,PRIMARY_SPECIALTY,DISEASE,SECONDARY_SPECIALTY,TELEHEALTH,FACILITY_NAME,STATE,ZIP,COUNTY_FIPS,COUNTY,TOT_BENES,TOT_SRVCS,BENE_AVG_RISK_SCRE,TOTAL_UTILIZATION_EXACT,AVG_UTILIZATION_PERCENTILE,TELEHEALTH_FLAG,AREA_PROVIDER_COUNT,AREA_TOTAL_BENEFICIARIES,DEMAND_PROXY,AREA_TOTAL_SERVICES,BENEFICIARIES_PER_PROVIDER,DEMAND_PER_PROVIDER,REQUIRED_PROVIDERS,PROVIDER_SHORTAGE,ADEQUACY_SCORE,DEMAND_PRESSURE_SCORE,SERVICES_PER_BENEFICIARY,UTILIZATION_PRESSURE_SCORE,AREA_RISK_SCORE,RISK_SCORE,ACCESS_LEVEL,RECOMMENDED_ADDITIONAL_PROVIDERS,BENEFICIARY_SHARE_OF_AREA,SERVICE_SHARE_OF_AREA,PROVIDER_RISK_SCORE,UTILIZATION_INTENSITY_SCORE,CAPACITY_LOAD_INDEX
1800000067,GARCIA AARON,Cardiology,Heart Disease,Internal Medicine,No,CARDIAC WELLNESS GROUP - MOUNT CLEMENS,MI,48004,26099,Macomb County,5490,21944.6,2.4754,7.5,33.91,0,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.9972,49.33,58.06,21.11,ADEQUATE,0,0.065618,0.069954,65.15,40.48,343.12
1800000068,PATEL GEORGE,Cardiology,Heart Disease,Cardiovascular Imaging,Yes,ADVANCED CARDIOLOGY CENTER - STERLING HEIGHTS,MI,48030,26099,Macomb County,6871,22446.3,2.3706,13.5,58.37,1,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.2668,49.33,58.06,21.11,ADEQUATE,0,0.082124,0.071553,58.05,92.65,429.44
1800000069,WRIGHT MICHAEL,Cardiology,Heart Disease,Cardiovascular Imaging,Yes,HEARTCARE SPECIALISTS - WARREN,MI,48052,26099,Macomb County,6193,23967.5,2.1449,12.7,47.09,1,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.8701,49.33,58.06,21.11,ADEQUATE,0,0.074021,0.076402,42.1,86.02,387.06
1800000070,HARRIS VICTOR,Cardiology,Heart Disease,Internal Medicine,No,CARDIAC WELLNESS GROUP - STERLING HEIGHTS,MI,48092,26099,Macomb County,6164,24650.7,1.8947,10.1,58.08,0,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.9991,49.33,58.06,21.11,ADEQUATE,0,0.073674,0.07858,25.1,62.52,385.25
1800000071,RIVERA ANIKA,Cardiology,Heart Disease,Internal Medicine,Yes,HEARTCARE SPECIALISTS - MOUNT CLEMENS,MI,48006,26099,Macomb County,3564,11291.9,2.2632,3.1,59.66,1,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.1683,49.33,58.06,21.11,ADEQUATE,0,0.042598,0.035996,51.0,1.15,222.75
1800000072,TURNER VICTOR,Endocrinology,Diabetes,Internal Medicine,No,ENDOCRINE SPECIALISTS GROUP - MOUNT CLEMENS,MI,48031,26099,Macomb County,7825,32737.8,1.8975,7.5,36.56,0,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,4.1837,90.67,54.98,37.49,ADEQUATE,1,0.075538,0.08785,25.15,40.48,489.06
1800000073,DAVIS ANIKA,Endocrinology,Diabetes,Metabolic Medicine,Yes,DIABETES CARE CENTER - STERLING HEIGHTS,MI,48029,26099,Macomb County,8404,24204.8,1.7826,8.4,58.68,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,2.8802,90.67,54.98,37.49,ADEQUATE,1,0.081128,0.064952,19.1,48.12,525.25
1800000074,MOORE ISABEL,Endocrinology,Diabetes,Metabolic Medicine,No,ENDOCRINE SPECIALISTS GROUP - WARREN,MI,48087,26099,Macomb County,8150,27566.4,2.5438,5.4,61.81,0,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.3824,90.67,54.98,37.49,ADEQUATE,1,0.078676,0.073973,69.35,22.45,509.38
1800000075,WATSON NOAH,Endocrinology,Diabetes,Metabolic Medicine,No,DIABETES CARE CENTER - WARREN,MI,48082,26099,Macomb County,6773,19996.7,2.8116,4.9,50.96,0,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,2.9524,90.67,54.98,37.49,ADEQUATE,1,0.065383,0.05366,83.85,17.95,423.31
1800000076,EVANS ZOE,Endocrinology,Diabetes,Internal Medicine,No,DIABETES CARE CENTER - MOUNT CLEMENS,MI,48042,26099,Macomb County,4532,15375.9,2.7306,11.2,70.77,0,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.3927,90.67,54.98,37.49,ADEQUATE,1,0.043749,0.04126,80.4,71.95,283.25
1800000077,NELSON CARLOS,Endocrinology,Diabetes,Family Medicine,No,METABOLIC HEALTH ASSOCIATES - WARREN,MI,48008,26099,Macomb County,5353,20892.6,3.2545,10.6,48.1,0,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.903,90.67,54.98,37.49,ADEQUATE,1,0.051675,0.056064,96.48,66.92,334.56
1800000078,WILLIAMS JULIA,Endocrinology,Diabetes,Family Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - STERLING HEIGHTS,MI,48049,26099,Macomb County,5273,20097.1,2.5416,13.2,73.41,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.8113,90.67,54.98,37.49,ADEQUATE,1,0.050903,0.053929,69.23,90.4,329.56
1800000079,GARCIA PRIYA,Endocrinology,Diabetes,Internal Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - WARREN,MI,48064,26099,Macomb County,5350,20822.5,2.5391,11.4,56.26,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.8921,90.67,54.98,37.49,ADEQUATE,1,0.051646,0.055876,69.15,73.5,334.38
1800000080,PATEL DAVID,Endocrinology,Diabetes,Internal Medicine,No,DIABETES CARE CENTER - MOUNT CLEMENS,MI,48044,26099,Macomb County,5668,24898.6,2.0937,13.0,34.17,0,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,4.3928,90.67,54.98,37.49,ADEQUATE,1,0.054716,0.066814,38.4,88.8,354.25
1800000081,WRIGHT ELENA,Endocrinology,Diabetes,Family Medicine,Yes,DIABETES CARE CENTER - MOUNT CLEMENS,MI,48070,26099,Macomb County,6081,24030.1,2.5861,13.7,35.53,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.9517,90.67,54.98,37.49,ADEQUATE,1,0.058703,0.064483,72.0,94.25,380.06
1800000082,HARRIS LUCAS,Endocrinology,Diabetes,Family Medicine,Yes,ENDOCRINE SPECIALISTS GROUP - STERLING HEIGHTS,MI,48055,26099,Macomb County,4917,20961.1,1.7636,10.2,56.64,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,4.263,90.67,54.98,37.49,ADEQUATE,1,0.047466,0.056248,18.2,63.25,307.31
1800000083,RIVERA SARAH,Endocrinology,Diabetes,Internal Medicine,Yes,METABOLIC HEALTH ASSOCIATES - MOUNT CLEMENS,MI,48036,26099,Macomb County,7498,22812.2,2.4866,12.3,84.36,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.0424,90.67,54.98,37.49,ADEQUATE,1,0.072382,0.061215,65.65,82.12,468.62
1800000084,ADAMS AARON,Endocrinology,Diabetes,Family Medicine,Yes,METABOLIC HEALTH ASSOCIATES - WARREN,MI,48045,26099,Macomb County,5594,15601.8,2.6267,11.0,88.32,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,2.789,90.67,54.98,37.49,ADEQUATE,1,0.054001,0.041867,74.55,70.08,349.62
1800000085,JOHNSON GEORGE,Endocrinology,Diabetes,Metabolic Medicine,Yes,DIABETES CARE CENTER - STERLING HEIGHTS,MI,48033,26099,Macomb County,7214,22813.5,1.9324,5.5,47.64,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.1624,90.67,54.98,37.49,ADEQUATE,1,0.06964,0.061219,27.1,23.2,450.88
1800000086,SANCHEZ MICHAEL,Endocrinology,Diabetes,Family Medicine,No,METABOLIC HEALTH ASSOCIATES - STERLING HEIGHTS,MI,48096,26099,Macomb County,6878,21574.6,2.4347,12.0,64.85,0,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.1368,90.67,54.98,37.49,ADEQUATE,1,0.066396,0.057894,62.25,79.45,429.88
1800000087,BAKER VICTOR,Endocrinology,Diabetes,Family Medicine,Yes,DIABETES CARE CENTER - MOUNT CLEMENS,MI,48052,26099,Macomb County,8080,38269.7,2.1903,7.6,56.26,1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,4.7363,90.67,54.98,37.49,ADEQUATE,1,0.078,0.102695,45.8,41.35,505.0
1800000088,EVANS MICHAEL,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,No,BEHAVIORAL HEALTH PARTNERS - MOUNT CLEMENS,MI,48076,26099,Macomb County,7009,27340.4,3.3138,7.3,49.04,0,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.9008,37.33,39.45,52.99,LOW GAP,8,0.053557,0.055907,97.2,39.15,539.15
1800000089,NELSON VICTOR,Psychiatry,Mental Health Disorders,Addiction Medicine,Yes,COMMUNITY MENTAL HEALTH CENTER - WARREN,MI,48048,26099,Macomb County,8437,29397.4,2.79,13.9,47.85,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.4843,37.33,39.45,52.99,LOW GAP,8,0.064469,0.060113,83.0,95.48,649.0
1800000090,WILLIAMS ANIKA,Psychiatry,Mental Health Disorders,Behavioral Health,Yes,BEHAVIORAL HEALTH PARTNERS - MOUNT CLEMENS,MI,48014,26099,Macomb County,13011,39842.5,2.2769,7.9,54.99,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.0622,37.33,39.45,52.99,LOW GAP,8,0.09942,0.081472,51.85,44.15,1000.85
1800000091,GARCIA ISABEL,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,PSYCHIATRY CARE ASSOCIATES - WARREN,MI,48068,26099,Macomb County,12826,49649.5,2.1444,5.3,80.57,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.871,37.33,39.45,52.99,LOW GAP,8,0.098006,0.101526,42.05,21.45,986.62
1800000092,PATEL NOAH,Psychiatry,Mental Health Disorders,Addiction Medicine,No,BEHAVIORAL HEALTH PARTNERS - WARREN,MI,48014,26099,Macomb County,8549,34899.8,1.6844,11.2,67.88,0,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,4.0823,37.33,39.45,52.99,LOW GAP,8,0.065325,0.071365,14.85,71.95,657.62
1800000093,WRIGHT ZOE,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,COMMUNITY MENTAL HEALTH CENTER - STERLING HEIGHTS,MI,48047,26099,Macomb County,12663,41263.1,1.5571,8.9,57.53,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.2586,37.33,39.45,52.99,LOW GAP,8,0.096761,0.084377,10.15,51.8,974.08
1800000094,HARRIS CARLOS,Psychiatry,Mental Health Disorders,Behavioral Health,Yes,PSYCHIATRY CARE ASSOCIATES - STERLING HEIGHTS,MI,48078,26099,Macomb County,8960,40330.6,2.317,11.1,37.96,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,4.5012,37.33,39.45,52.99,LOW GAP,8,0.068465,0.08247,54.55,70.97,689.23
1800000095,RIVERA JULIA,Psychiatry,Mental Health Disorders,Behavioral Health,Yes,BEHAVIORAL HEALTH PARTNERS - STERLING HEIGHTS,MI,48070,26099,Macomb County,9170,34440.5,1.6413,4.1,55.32,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7558,37.33,39.45,52.99,LOW GAP,8,0.07007,0.070426,13.08,10.22,705.38
1800000096,ADAMS PRIYA,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,BEHAVIORAL HEALTH PARTNERS - MOUNT CLEMENS,MI,48090,26099,Macomb County,11797,36920.5,1.301,4.7,58.08,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.1297,37.33,39.45,52.99,LOW GAP,8,0.090144,0.075497,4.15,15.9,907.46
1800000097,JOHNSON DAVID,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,No,COMMUNITY MENTAL HEALTH CENTER - MOUNT CLEMENS,MI,48009,26099,Macomb County,8775,40206.7,2.6894,13.6,76.22,0,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,4.582,37.33,39.45,52.99,LOW GAP,8,0.067052,0.082217,77.8,93.52,675.0
1800000098,SANCHEZ ELENA,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,PSYCHIATRY CARE ASSOCIATES - WARREN,MI,48001,26099,Macomb County,8825,32440.4,2.4944,11.4,38.5,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.676,37.33,39.45,52.99,LOW GAP,8,0.067434,0.066336,66.45,73.5,678.85
1800000099,BAKER LUCAS,Psychiatry,Mental Health Disorders,Behavioral Health,No,COMMUNITY MENTAL HEALTH CENTER - STERLING HEIGHTS,MI,48098,26099,Macomb County,9303,40774.5,2.3085,7.7,36.14,0,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,4.3829,37.33,39.45,52.99,LOW GAP,8,0.071086,0.083378,53.97,42.3,715.62
1800000100,LEE SARAH,Psychiatry,Mental Health Disorders,Child & Adolescent Psychiatry,Yes,BEHAVIORAL HEALTH PARTNERS - WARREN,MI,48039,26099,Macomb County,11544,41527.8,2.3344,3.3,36.49,1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.5973,37.33,39.45,52.99,LOW GAP,8,0.08821,0.084918,55.4,3.08,888.0
1800000101,THOMPSON NADIA,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - MOUNT CLEMENS,MI,48056,26099,Macomb County,7117,32794.2,2.1896,5.3,53.58,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,4.6079,85.33,34.42,29.96,ADEQUATE,0,0.075552,0.097492,45.65,21.45,474.47
1800000102,CLARK WILLIAM,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,LUNG HEALTH SPECIALISTS - MOUNT CLEMENS,MI,48093,26099,Macomb County,6171,15999.5,2.2548,7.5,27.31,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,2.5927,85.33,34.42,29.96,ADEQUATE,0,0.06551,0.047564,50.55,40.48,411.4
1800000103,MITCHELL BENJAMIN,Pulmonary,Respiratory Disease,Critical Care Medicine,No,RESPIRATORY CARE GROUP - STERLING HEIGHTS,MI,48028,26099,Macomb County,6146,21818.0,2.0782,13.6,38.17,0,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.55,85.33,34.42,29.96,ADEQUATE,0,0.065244,0.064861,37.25,93.52,409.73
1800000104,WALKER JAMES,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,RESPIRATORY CARE GROUP - STERLING HEIGHTS,MI,48007,26099,Macomb County,4890,20061.1,1.8752,6.9,68.82,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,4.1025,85.33,34.42,29.96,ADEQUATE,0,0.051911,0.059638,23.6,35.1,326.0
1800000105,EDWARDS OLIVIA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,RESPIRATORY CARE GROUP - MOUNT CLEMENS,MI,48094,26099,Macomb County,5412,19818.1,1.2024,13.9,77.0,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.6619,85.33,34.42,29.96,ADEQUATE,0,0.057452,0.058916,2.95,95.48,360.8
1800000106,MORGAN EMILY,Pulmonary,Respiratory Disease,Sleep Medicine,Yes,PULMONARY & SLEEP CENTER - MOUNT CLEMENS,MI,48041,26099,Macomb County,7258,18143.4,2.21,10.4,64.66,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,2.4998,85.33,34.42,29.96,ADEQUATE,0,0.077049,0.053937,47.4,64.95,483.87
1800000107,WHITE DANIEL,Pulmonary,Respiratory Disease,Critical Care Medicine,No,LUNG HEALTH SPECIALISTS - WARREN,MI,48099,26099,Macomb County,6462,20570.5,1.9551,8.1,40.53,0,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.1833,85.33,34.42,29.96,ADEQUATE,0,0.068599,0.061153,28.7,45.75,430.8
1800000108,FOSTER KARAN,Pulmonary,Respiratory Disease,Internal Medicine,No,RESPIRATORY CARE GROUP - STERLING HEIGHTS,MI,48037,26099,Macomb County,7466,24022.6,2.7246,13.5,74.76,0,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.2176,85.33,34.42,29.96,ADEQUATE,0,0.079257,0.071415,79.95,92.65,497.73
1800000109,PARKER RAHUL,Pulmonary,Respiratory Disease,Internal Medicine,Yes,RESPIRATORY CARE GROUP - WARREN,MI,48026,26099,Macomb County,6860,28609.7,2.7985,11.7,44.78,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,4.1705,85.33,34.42,29.96,ADEQUATE,0,0.072824,0.085052,83.3,76.32,457.33
1800000110,WILSON SOPHIA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,RESPIRATORY CARE GROUP - STERLING HEIGHTS,MI,48068,26099,Macomb County,7446,31782.3,2.9478,8.2,97.94,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,4.2684,85.33,34.42,29.96,ADEQUATE,0,0.079045,0.094484,89.6,46.48,496.4
1800000111,GOMEZ FATIMA,Pulmonary,Respiratory Disease,Sleep Medicine,No,LUNG HEALTH SPECIALISTS - WARREN,MI,48065,26099,Macomb County,4363,18004.0,2.0036,7.2,75.8,0,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,4.1265,85.33,34.42,29.96,ADEQUATE,0,0.046316,0.053523,31.75,38.15,290.87
1800000112,REED MAYA,Pulmonary,Respiratory Disease,Internal Medicine,Yes,LUNG HEALTH SPECIALISTS - MOUNT CLEMENS,MI,48084,26099,Macomb County,6795,25474.0,0.9,3.1,84.69,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.7489,85.33,34.42,29.96,ADEQUATE,0,0.072134,0.07573,0.32,1.15,453.0
1800000113,YOUNG THOMAS,Pulmonary,Respiratory Disease,Sleep Medicine,No,PULMONARY & SLEEP CENTER - STERLING HEIGHTS,MI,48081,26099,Macomb County,6513,16572.0,2.3267,13.2,65.48,0,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,2.5444,85.33,34.42,29.96,ADEQUATE,0,0.06914,0.049266,55.1,90.4,434.2
1800000114,JACKSON AMELIA,Pulmonary,Respiratory Disease,Critical Care Medicine,Yes,PULMONARY & SLEEP CENTER - STERLING HEIGHTS,MI,48045,26099,Macomb County,6117,21340.9,2.6645,5.6,65.96,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.4888,85.33,34.42,29.96,ADEQUATE,0,0.064936,0.063443,76.25,23.92,407.8
1800000115,ROBERTS HANNAH,Pulmonary,Respiratory Disease,Internal Medicine,Yes,PULMONARY & SLEEP CENTER - STERLING HEIGHTS,MI,48094,26099,Macomb County,5184,21368.8,2.3387,13.5,40.46,1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,4.1221,85.33,34.42,29.96,ADEQUATE,0,0.055032,0.063526,55.78,92.65,345.6
1800000116,WILLIAMS ANIKA,Rheumatology,Arthritis,Geriatric Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - MOUNT CLEMENS,MI,48001,26099,Macomb County,11009,44198.6,3.1972,10.4,62.34,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,4.0148,52.0,32.83,45.9,LOW GAP,5,0.091928,0.107248,95.65,64.95,786.36
1800000117,GARCIA ISABEL,Rheumatology,Arthritis,Pain Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - MOUNT CLEMENS,MI,48077,26099,Macomb County,6278,17749.0,2.4127,3.0,80.58,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,2.8272,52.0,32.83,45.9,LOW GAP,5,0.052423,0.043068,60.85,0.3,448.43
1800000118,PATEL NOAH,Rheumatology,Arthritis,Pain Medicine,No,MUSCULOSKELETAL HEALTH GROUP - MOUNT CLEMENS,MI,48004,26099,Macomb County,8890,39485.1,1.7791,9.9,94.75,0,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,4.4415,52.0,32.83,45.9,LOW GAP,5,0.074234,0.095811,18.95,60.78,635.0
1800000119,WRIGHT ZOE,Rheumatology,Arthritis,Geriatric Medicine,No,RHEUMATOLOGY ASSOCIATES - WARREN,MI,48081,26099,Macomb County,7489,26293.5,2.4918,13.5,89.89,0,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,3.5109,52.0,32.83,45.9,LOW GAP,5,0.062535,0.063801,66.05,92.65,534.93
1800000120,HARRIS CARLOS,Rheumatology,Arthritis,Geriatric Medicine,Yes,RHEUMATOLOGY ASSOCIATES - MOUNT CLEMENS,MI,48003,26099,Macomb County,8821,24313.6,1.317,7.8,53.94,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,2.7563,52.0,32.83,45.9,LOW GAP,5,0.073657,0.058997,4.6,43.2,630.07
1800000121,RIVERA JULIA,Rheumatology,Arthritis,Internal Medicine,Yes,RHEUMATOLOGY ASSOCIATES - MOUNT CLEMENS,MI,48063,26099,Macomb County,7273,18167.0,2.2818,3.7,39.86,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,2.4979,52.0,32.83,45.9,LOW GAP,5,0.060731,0.044082,52.3,6.65,519.5
1800000122,ADAMS PRIYA,Rheumatology,Arthritis,Geriatric Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - MOUNT CLEMENS,MI,48013,26099,Macomb County,8463,26463.4,2.1769,4.8,41.91,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,3.127,52.0,32.83,45.9,LOW GAP,5,0.070668,0.064214,44.8,16.95,604.5
1800000123,JOHNSON DAVID,Rheumatology,Arthritis,Internal Medicine,Yes,ARTHRITIS CARE CENTER - WARREN,MI,48056,26099,Macomb County,5882,27410.5,1.8865,7.3,52.23,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,4.6601,52.0,32.83,45.9,LOW GAP,5,0.049116,0.066512,24.3,39.15,420.14
1800000124,SANCHEZ ELENA,Rheumatology,Arthritis,Geriatric Medicine,Yes,RHEUMATOLOGY ASSOCIATES - MOUNT CLEMENS,MI,48006,26099,Macomb County,10554,45714.5,2.0072,4.2,39.07,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,4.3315,52.0,32.83,45.9,LOW GAP,5,0.088128,0.110926,31.95,11.2,753.86
1800000125,BAKER LUCAS,Rheumatology,Arthritis,Geriatric Medicine,No,MUSCULOSKELETAL HEALTH GROUP - MOUNT CLEMENS,MI,48097,26099,Macomb County,9810,32537.5,2.9,8.5,38.91,0,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,3.3168,52.0,32.83,45.9,LOW GAP,5,0.081916,0.078952,87.9,49.0,700.71
1800000126,LEE SARAH,Rheumatology,Arthritis,Internal Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - WARREN,MI,48008,26099,Macomb County,8520,22344.3,2.3946,12.1,72.24,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,2.6226,52.0,32.83,45.9,LOW GAP,5,0.071144,0.054219,59.45,80.23,608.57
1800000127,THOMAS AARON,Rheumatology,Arthritis,Pain Medicine,Yes,MUSCULOSKELETAL HEALTH GROUP - WARREN,MI,48067,26099,Macomb County,10182,32641.0,1.4403,12.3,55.39,1,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,3.2058,52.0,32.83,45.9,LOW GAP,5,0.085022,0.079204,7.3,82.12,727.29
1800000128,CARTER GEORGE,Rheumatology,Arthritis,Geriatric Medicine,No,RHEUMATOLOGY ASSOCIATES - WARREN,MI,48069,26099,Macomb County,10750,34718.0,1.7281,12.4,58.78,0,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,3.2296,52.0,32.83,45.9,LOW GAP,5,0.089765,0.084243,16.55,83.0,767.86
1800000129,MILLER MICHAEL,Rheumatology,Arthritis,Geriatric Medicine,No,MUSCULOSKELETAL HEALTH GROUP - WARREN,MI,48031,26099,Macomb County,5836,20079.3,2.0493,13.0,43.48,0,14,119757,119757.0,412115.3,8554.07142857143,8554.07142857143,19,5,73.68,85.33,3.4406,52.0,32.83,45.9,LOW GAP,5,0.048732,0.048723,35.33,88.8,416.86
1800000130,THOMAS ISABEL,Cardiology,Heart Disease,Geriatric Medicine,Yes,HEARTCARE SPECIALISTS - PONTIAC,MI,48382,26125,Oakland County,6007,18158.9,1.4308,4.4,33.37,1,24,125904,125904.0,452768.5,5246.0,5246.0,20,0,100.0,21.33,3.023,17.33,45.45,14.75,ADEQUATE,0,0.047711,0.040106,6.85,12.88,250.29
1800000131,CARTER NOAH,Cardiology,Heart Disease,Internal Medicine,Yes,ADVANCED CARDIOLOGY CENTER - TROY,MI,48326,26125,Oakland County,5340,24801.5,3.502,5.0,72.87,1,24,125904,125904.0,452768.5,5246.0,5246.0,20,0,100.0,21.33,4.6445,17.33,45.45,14.75,ADEQUATE,0,0.042413,0.054777,98.75,18.8,222.5
1800000132,MILLER ZOE,Cardiology,Heart Disease,Internal Medicine,No,HEARTCARE SPECIALISTS - ROCHESTER HILLS,MI,48380,26125,Oakland County,6424,15703.7,1.9073,4.4,56.55,0,24,125904,125904.0,452768.5,5246.0,5246.0,20,0,100.0,21.33,2.4445,17.33,45.45,14.75,ADEQUATE,0,0.051023,0.034684,25.75,12.88,267.67
1800000133,TURNER CARLOS,Cardiology,Heart Disease,Geriatric Medicine,Yes,ADVANCED CARDIOLOGY CENTER - PONTIAC,MI,48388,26125,Oakland County,3881,10345.5,2.0725,10.7,62.04,1,24,125904,125904.0,452768.5,5246.0,5246.0,20,0,100.0,21.33,2.6657,17.33,45.45,14.75,ADEQUATE,0,0.030825,0.022849,36.85,67.7,161.71
1800000134,DAVIS JULIA,Cardiology,Heart Disease,Internal Medicine,No,HEARTCARE SPECIALISTS - PONTIAC,MI,48351,26125,Oakland County,4679,19934.5,3.021,3.1,8.0,0,24,125904,125904.0,452768.5,5246.0,5246.0,20,0,100.0,21.33,4.2604,17.33,45.45,14.75,ADEQUATE,0,0.037163,0.044028,92.2,1.15,194.96
